시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,우편번호,도로명주소,분양형태,사용승인일,가입일,동수,세대수,분양세대수,임대세대수,임대세대수(공공),임대세대수(민간),관리방식,난방방식,복도유형,시공사,시행사,주택관리업자,주택관리업자 사업자등록번호,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체,연간소독횟수,소독방법,건물구조,전기-수전용량,전기-세대전기계약방식,전기안전관리자선임여부,화재수신반방식,급수방식,승강기관리-관리방식,승강기(승객용),승강기(화물용),승강기(승객+화물),승강기(장애인),승강기(비상용),승강기(기타),총주차대수,지상주차대수,지하주차대수,CCTV대수,홈네트워크,긴급자동차 출입가능한 출입문,선택한출입문의 주차관제시스템,긴급전용번호판자동인식여부,긴급자동차 출입방법,긴급자동차 즉시통과,관리사무소 주소,관리사무소 연락처,관리사무소 팩스,부대복리시설,최고층수,최고층수(건축물대장상),지하층수,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
서울특별시,관악구,,신림동,A15187101,신림우방,아파트,서울특별시 관악구 신림동 1715 신림우방,8703.0,서울특별시 관악구 관천로27길 2,분양,19991130.0,20090511,3,201.0,201.0,0.0,0,0.0,위탁관리,개별난방,혼합식,(주)우방,(주)우방,광인산업(주),2118612532,위탁관리,3.0,위탁관리,2.0,광인산업(주),위탁관리,2.0,,음식물쓰레기종량제,위탁관리,,12,분무식,철근콘크리트구조,800,단일계약,위탁선임,P형,부스타방식,위탁관리,0.0,0.0,0.0,3.0,1.0,0.0,222.0,32.0,190.0,18.0,무,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울특별시 관악구 관천로27길 2,028518283,028616105,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",24,24.0,2.0,223.0,4.0,미설치,설치,0.0,4.0,,외부인허용,,6시 0분,,23시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|4|(주)파워큐브코리아|,0.0,4.0,없음
서울특별시,관악구,,신림동,A15101507,신림주공1단지,아파트,서울특별시 관악구 신림동 1704-1 신림주공1단지,8848.0,서울특별시 관악구 광신길 160,혼합,19951006.0,20091008,7,960.0,90.0,870.0,870,0.0,위탁관리,중앙난방,복도식,LH,LH,주택관리공단(주),1128512086,위탁관리,8.0,위탁관리,6.0,(주)태성공사,위탁관리,5.0,(주)태영,차량수거방식,위탁관리,대양디아이,3,"도포식,분무식",철근콘크리트구조,900,기타,상주선임,R형,부스타방식,위탁관리,14.0,0.0,0.0,0.0,0.0,0.0,355.0,196.0,159.0,62.0,무,정문,유,부,긴급자동차 운전자에게 출입가능한 카드(RFID) 또는 리모컨을 사전에 지급하는 경우,가능,서울시 관악구 광신길160,028894523,028711612,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",23,23.0,1.0,0.0,0.0,미설치,미설치,0.0,0.0,,,,,,,,,,없음
서울특별시,관악구,,신림동,A15179403,신림주공2단지,아파트,서울특별시 관악구 신림동 1713 신림주공2단지,8848.0,서울특별시 관악구 광신길 86,임대,20000803.0,20090927,6,818.0,0.0,818.0,818,0.0,위탁관리,개별난방,복도식,금강종합건설,대한주택공사, , ,위탁관리,6.0,위탁관리,6.0,(주)태영,위탁관리,3.0,,음식물쓰레기종량제,위탁관리,,4,"분무식,독이식",철근콘크리트구조,1500,단일계약,상주선임,R형,부스타방식,위탁관리,10.0,1.0,0.0,0.0,0.0,0.0,487.0,70.0,417.0,88.0,무,지상주차장,무,,,가능,서울시 관악구 광신길 86(신림동),0232850751,0232850752,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",25,25.0,1.0,550.0,6.0,미설치,설치,0.0,3.0,,,,0시 0분,,23시 0분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|3|0|,0.0,3.0,없음
서울특별시,관악구,,신림동,A15188801,신림초원,아파트,서울특별시 관악구 신림동 1712 신림초원,8865.0,서울특별시 관악구 미성5길 40,혼합,19990707.0,20090511,1,197.0,197.0,0.0,0,0.0,자치관리,,복도식,대양건설(주),sh공사, , ,자치관리,2.0,위탁관리,2.0,(주)듀델코리아,위탁관리,1.0,,차량수거방식,위탁관리,,4,"도포식,분무식,기구부착식",철근콘크리트구조,450,단일계약,위탁선임,P형,고가수조식,위탁관리,0.0,0.0,2.0,0.0,0.0,0.0,131.0,20.0,111.0,25.0,,,,,,가능,관악구 미성5길 40,028563491,028553491,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",18,18.0,1.0,,,,,,,,,,,,,,,,없음
서울특별시,관악구,,신림동,A15190705,신림푸르지오,아파트,"서울특별시 관악구 신림동 1730,서울특별시 관악구 신림동 1730 신림푸르지오",8770.0,서울특별시 관악구 남부순환로 1430,분양,20050621.0,20090511,23,1456.0,1456.0,0.0,0,0.0,위탁관리,개별난방,계단식,대우건설,미도재건축조합,서림주택관리(주),1088138338,위탁관리,12.0,위탁관리,14.0,(주)경진이엔지,위탁관리,15.0,,음식물쓰레기종량제,위탁관리,,4,"도포식,분무식",철근콘크리트구조,5000,단일계약,상주선임,R형,부스타방식,위탁관리,33.0,0.0,0.0,0.0,0.0,0.0,2117.0,227.0,1890.0,356.0,유,정문,유,부,긴급자동차가 출입가능하도록 사전에 차량번호를 출입가능차량명부에 등록하는 경우,가능,서울시 관악구 남부순환로 1430,028543765,028634463,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",24,24.0,2.0,2174.0,17.0,미설치,설치,0.0,10.0,,입주민전용,시 분,12시 0분,시 분,12시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|10|이지차저(주)|,0.0,10.0,없음
서울특별시,관악구,,신림동,A10022412,신림한양아파트,아파트,서울특별시 관악구 신림동 1563-82 신림한양아파트,,,분양,19920218.0,20240823,3,132.0,132.0,0.0,0,0.0,위탁관리,,계단식,(주)한양건설,(주)한양건설,신한영관리(주),2198117685,위탁관리,3.0,,,,위탁관리,2.0,크린패밀리,차량수거방식,위탁관리,(주)에스에스개발,12,분무식,철골철근콘크리트구조,225,단일계약,위탁선임,P형,부스타방식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,116.0,86.0,30.0,28.0,무,정문,유,부,,가능,서울특별시 관악구 미성5길 33,028697286,028677286,,18,,1.0,4.0,4.0,미설치,설치,0.0,3.0,,,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|신림한양아파트|,0.0,3.0,없음
서울특별시,관악구,,신림동,A15101508,신림현대,아파트,서울특별시 관악구 신림동 1694 신림현대,8845.0,서울특별시 관악구 신림로29길 8,분양,19930525.0,20091021,12,1634.0,1634.0,0.0,0,0.0,위탁관리,중앙난방,혼합식,현대산업개발,현대산업개발,에이제이대원 주식회사,1178106882,위탁관리,16.0,위탁관리,18.0,(유)원광,위탁관리,15.0,(유)원광,차량수거방식,위탁관리,우원티엠,12,"도포식,분무식",철근콘크리트구조,4900,단일계약,상주선임,P형,부스타방식,위탁관리,38.0,0.0,0.0,0.0,0.0,0.0,1067.0,654.0,413.0,168.0,유,정문,유,여,,가능,서울 관악구 신림로 29길8,028757446,028731958,"관리사무소, 노인정, 어린이놀이터, 유치원",15,15.0,1.0,20.0,20.0,미설치,설치,0.0,74.0,,입주민전용,,23시 1분,,23시 1분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|74|파워큐브코리아|,0.0,74.0,없음
서울특별시,관악구,,신림동,A15185201,신림현대성우,아파트,서울특별시 관악구 신림동 10-622 신림현대성우,8780.0,서울특별시 관악구 남부순환로198길 7,분양,19981026.0,20090511,1,156.0,156.0,0.0,0,0.0,위탁관리,개별난방,혼합식,성우종합건설(주),삼성연립재건축조합,(주)현대개발,2178112985,위탁관리,3.0,,,,위탁관리,2.0,현대개발,음식물쓰레기종량제,위탁관리,태영,12,"도포식,분무식",철근콘크리트구조,550,종합계약,위탁선임,P형,고가수조식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,175.0,32.0,143.0,24.0,무,정문,유,여,,가능,서울시 관악구 남부순환로 198길 7,028742659,028755972,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,17.0,2.0,171.0,0.0,미설치,설치,0.0,4.0,,입주민전용,,0시 0분,,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|차지비|,0.0,4.0,없음
서울특별시,관악구,,신림동,A10022424,우민조원아파트,아파트,서울특별시 관악구 신림동 1719- 우민조원아파트,,,분양,20030613.0,20240819,1,119.0,119.0,0.0,0,0.0,위탁관리,개별난방,혼합식,우민건설,우민건설,대성티엠씨 주식회사,1118134376,위탁관리,,,,,,,,,,,,-,,,,,,,,,,,,,,0.0,,,,,,,,,가능,서울시 관악구 조원로 11길 24-0,028663454,,,1,,0.0,,,,,,,,,,,,,,,,없음
서울특별시,관악구,,신림동,A15179701,임광관악파크,아파트,서울특별시 관악구 신림동 1727 임광관악파크,8858.0,서울특별시 관악구 난곡로 167,분양,20030929.0,20090811,5,465.0,465.0,0.0,0,0.0,위탁관리,개별난방,혼합식,임광,난곡아파트 재건축조합,(주)신현대관리,2128185178,위탁관리,5.0,위탁관리,5.0,듀델코리아,위탁관리,5.0,,차량수거방식,위탁관리,,12,"도포식,분무식,독이식",철근콘크리트구조,1400,단일계약,상주선임,R형,부스타방식,위탁관리,11.0,0.0,0.0,0.0,0.0,0.0,518.0,20.0,498.0,111.0,무,정문,무,,,가능,서울시 관악구 난곡로 167,028307227,028684535,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",25,25.0,0.0,568.0,8.0,미설치,미설치,0.0,0.0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
서울특별시,관악구,,신림동,A10022801,최강타워,주상복합,서울특별시 관악구 신림동 1745 최강타워,8777.0,서울특별시 관악구 남부순환로180길 6,임대,20230530.0,20240201,2,299.0,0.0,299.0,79,220.0,위탁관리(직영+위탁),개별난방,복도식,보미건설,신림리더스하우징,녹색개발(주), ,위탁관리(직영+위탁),12.0,,,,관리방식미정,4.0,,음식물쓰레기종량제,,,,-,철근콘크리트구조,2500,종합계약,상주선임,R형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,2.0,0.0,158.0,0.0,158.0,124.0,유,지상주차장,무,,,가능,서울 관악구 남부순환로180길 6,028839057,028839058,"관리사무소, 커뮤니티공간, 자전거보관소",22,22.0,6.0,1.0,1.0,미설치,설치,0.0,2.0,,입주민전용,,0시 1분,,23시 59분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|최강타워|,0.0,2.0,없음
서울특별시,관악구,,신림동,A10024621,태흥아파트,아파트,서울특별시 관악구 신림동 1698 태흥아파트,8848.0,서울특별시 관악구 호암로 541,분양,19950327.0,20201007,1,127.0,127.0,0.0,0,0.0,자치관리(직영),개별난방,복도식,태흥건설(주),태흥건설(주), , ,자치관리(직영),,,,,,,,,,,,-,,,,,,,,,,,,,,0.0,,,,,,,,,가능,관악구 호암로541,028753731,028848776,,1,21.0,2.0,,,미설치,미설치,,,,,시 분,시 분,시 분,시 분,,,,없음
서울특별시,관악구,,신림동,A10021742,프라비다트라움,도시형 생활주택(아파트),서울특별시 관악구 신림동 1433-55 프라비다트라움,,,분양,20131217.0,20241111,1,130.0,130.0,0.0,0,0.0,위탁관리,,복도식,대호아이피종합건설주식회사,주식회사코람코자산신탁,아이피비엠씨관리 주식회사,5228700699,위탁관리,3.0,위탁관리,,아이피비엠씨관리주식회사,위탁관리,1.0,( 주)다온관리,음식물쓰레기종량제,위탁관리,(주)일오삼이엔지,6,분무식,철근콘크리트구조,750,단일계약,위탁선임,R형,부스타방식,위탁관리,3.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,32.0,13.0,유,정문,유,여,,가능,서울시 관악구 신림로65길27,0261058690,0261058691,,11,,1.0,7.0,0.0,미설치,미설치,0.0,0.0,외부인허용,외부인허용,시 분,시 분,시 분,시 분,,,,없음
서울특별시,관악구,,신림동,A10023661,힐스테이트뉴포레,아파트,서울특별시 관악구 신림동 1644 힐스테이트뉴포레,8700.0,서울특별시 관악구 조원로 25,혼합,20220829.0,20220913,7,1143.0,878.0,265.0,126,139.0,위탁관리,개별난방,계단식,현대엔지니어링,강남아파트재건축조합,대성티엠씨 주식회사,1118134376,위탁관리,9.0,위탁관리,6.0,태성공사,위탁관리,10.0,성화개발(주),기타,위탁관리,에이스나무병원주식회사,12,"도포식,분무식",철근콘크리트구조,5068.3,종합계약,상주선임,GR형,부스타방식,위탁관리,27.0,0.0,0.0,0.0,0.0,0.0,1303.0,3.0,1300.0,499.0,유,정문,유,여,,가능,서울특별시 관악구 조원로 25,028536401,028536403,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",35,35.0,3.0,1035.0,21.0,미설치,설치,0.0,9.0,,입주민전용,,0시 0분,,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|9|..|,0.0,9.0,없음
서울특별시,관악구,,남현동,A15108001,남현동한일유앤아이,아파트,서울특별시 관악구 남현동 1136 남현동한일유앤아이,8803.0,서울특별시 관악구 남부순환로256라길 25,분양,20050330.0,20090511,3,170.0,170.0,0.0,0,0.0,위탁관리,개별난방,계단식,한일건설,재건축 조합,(주)신원티엠씨(TMC),1238172714,위탁관리,1.0,위탁관리,4.0,남광개발,위탁관리,2.0,더지엠에스,음식물쓰레기종량제,위탁관리,대성소독,12,"도포식,분무식,독이식",철골철근콘크리트구조,850,종합계약,위탁선임,R형,부스타방식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,208.0,38.0,170.0,48.0,무,정문,무,,,가능,서울특별시 관악구 남부순환로 256 라길 25,025985718,025985718,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",11,11.0,1.0,204.0,5.0,설치,설치,0.0,1.0,외부인허용,외부인허용,0시 1분,0시 1분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|차지비|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|4|gs차지비|",4.0,1.0,없음
서울특별시,관악구,,남현동,A15108003,남현우림루미아트,아파트,서울특별시 관악구 남현동 1135 남현우림루미아트,8809.0,서울특별시 관악구 남현길 91,분양,20041229.0,20090511,4,174.0,174.0,0.0,0,0.0,위탁관리,개별난방,계단식,우림건설,칠성화성재건축조합,성화개발(주),1068135669,위탁관리,2.0,위탁관리,12.0,성화개발(주),위탁관리,2.0,성화개발(주),차량수거방식,위탁관리,성화개발(주),12,"도포식,분무식,독이식",철근콘크리트구조,800,단일계약,위탁선임,P형,부스타방식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,186.0,27.0,159.0,50.0,무,정문,무,,,가능,관악구남현길91,0234871894,0234871890,"관리사무소, 노인정, 어린이놀이터",13,13.0,2.0,201.0,2.0,미설치,설치,0.0,2.0,,입주민전용,시 분,23시 30분,시 분,4시 30분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|2|에이치엘비일렉(주)|,0.0,2.0,없음
서울특별시,관악구,,남현동,A10021899,예성그랑펠리체아파트,아파트,서울특별시 관악구 남현동 1138- 예성그랑펠리체아파트,,,분양,20070328.0,20241101,3,129.0,129.0,0.0,0,0.0,위탁관리,,복도식,예성종합건설,칠성재건축위원회,(주)융성종합관리,1198142360,위탁관리,5.0,,,,위탁관리(직영+위탁),1.0,융성종합관리,음식물쓰레기종량제,위탁관리(직영+위탁),(주)피누스이앤씨,4,분무식,철골철근콘크리트구조,600,종합계약,상주선임,P형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,151.0,30.0,121.0,54.0,무,정문,무,,,가능,서울관악구 승방길66(남현동),0234712226,,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",12,,3.0,170.0,6.0,설치,미설치,3.0,0.0,입주민전용,,6시 0분,시 분,6시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|차지비|,3.0,0.0,없음
서울특별시,서초구,,방배동,A13785008,래미안방배아트힐,아파트,서울특별시 서초구 방배동 1008-2 래미안방배아트힐,6714.0,서울특별시 서초구 남부순환로 2311-12,분양,20041214.0,20090511,10,588.0,588.0,0.0,0,0.0,위탁관리,개별난방,계단식,삼성물산,삼성건설,우리관리(주),1148123107,위탁관리,6.0,위탁관리,13.0,시큐원,위탁관리,13.0,홈스웰,음식물쓰레기종량제,위탁관리,다인서비스(주),12,"도포식,분무식",철근콘크리트구조,3600,종합계약,상주선임,R형,부스타방식,위탁관리,0.0,0.0,0.0,10.0,10.0,0.0,1231.0,125.0,1106.0,165.0,무,서문,무,,,가능,서울시 서초구 남부순환로2311-12,025874181,025829792,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",24,24.0,0.0,1218.0,36.0,미설치,설치,0.0,15.0,입주민전용,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|에버온|,◆2◆|지하|이동형충전기|직접입력|완속|40|스타코프(주)|",0.0,55.0,없음
서울특별시,서초구,,방배동,A13782803,롯데캐슬헤론,주상복합,서울특별시 서초구 방배동 754-1 롯데캐슬헤론,6551.0,서울특별시 서초구 동광로1길 112,분양,20060626.0,20090511,5,337.0,337.0,0.0,0,0.0,위탁관리,개별난방,계단식,롯데건설(주),롯데건설(주),(주)아주관리,2098134445,위탁관리,8.0,위탁관리,4.0,(주)에스원 서초,위탁관리,9.0,(주)아주관리,음식물쓰레기종량제,위탁관리,대양디아이(주),12,분무식,철근콘크리트구조,2850,종합계약,상주선임,R형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,2.0,9.0,782.0,0.0,782.0,160.0,무,후문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시 서초구 방배본동 754-1 롯데캐슬헤론아파트,025328002,025328005,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",29,29.0,3.0,598.0,10.0,미설치,설치,0.0,3.0,,외부인허용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|직접입력|급속|3|파워큐브|,◆2◆|지하|이동형충전기|직접입력|완속|59|파워큐브|",0.0,62.0,없음
서울특별시,서초구,,방배동,A13784102,방배1차이편한세상,아파트,서울특별시 서초구 방배동 884-21 방배1차이편한세상,6661.0,서울특별시 서초구 서초대로34길 34,분양,20031230.0,20090511,3,199.0,199.0,0.0,0,0.0,위탁관리,개별난방,계단식,대림건설(주),대림비젼베이스,세화종합관리(주),2158155635,위탁관리,5.0,위탁관리,8.0,피누스이앤씨,위탁관리,3.0,피누스이앤씨,음식물쓰레기종량제,위탁관리,피누스이앤씨,12,"분무식,독이식",철근콘크리트구조,1700,종합계약,상주선임,R형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,540.0,12.0,528.0,46.0,무,지하주차장,무,,,가능,서울 서초구 서초대로34길 34,025230622,025230676,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",15,15.0,2.0,419.0,7.0,미설치,설치,0.0,22.0,,입주민전용,,0시 0분,,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|20|(주)스타코프|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한전|",0.0,22.0,없음
서울특별시,서초구,,방배동,A13785203,방배1차현대,아파트,서울특별시 서초구 방배동 1344 방배1차현대,6567.0,서울특별시 서초구 서초대로1길 30,분양,19991109.0,20090511,8,644.0,644.0,0.0,0,0.0,위탁관리,개별난방,혼합식,방배2-1지구 재건축 조합,현대건설,남경종합관리(주),2098139853,위탁관리,7.0,위탁관리,9.0,듀델코리아,위탁관리,7.0,듀델코리아,음식물쓰레기종량제,위탁관리,와이브이시스템,12,"도포식,분무식,독이식",철근콘크리트구조,2500,종합계약,상주선임,P형,부스타방식,위탁관리,15.0,0.0,0.0,0.0,0.0,0.0,798.0,90.0,708.0,87.0,유,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시 서초구 서초대로 1길 30,025374932,025993869,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",20,20.0,2.0,680.0,5.0,설치,설치,14.0,2.0,,외부인허용,,0시 0분,,23시 0분,◆1◆|지하|스탠드형충전기|AC3상 7핀|완속|2|에비온|,0.0,2.0,없음
서울특별시,서초구,,방배동,A13785201,방배2차현대홈타운,아파트,서울특별시 서초구 방배동 2001 방배2차현대홈타운,6566.0,서울특별시 서초구 서초대로1길 34,분양,20010827.0,20090511,6,384.0,384.0,0.0,0,0.0,위탁관리,개별난방,계단식,현대건설,현대건설,(주)한빛관리,2128138660,위탁관리,5.0,위탁관리,6.0,(주)승학,위탁관리,4.0,두원에이앤씨,음식물쓰레기종량제,위탁관리,동진엠엔에스,12,"도포식,분무식",철근콘크리트구조,1600,종합계약,상주선임,P형,부스타방식,위탁관리,11.0,0.0,0.0,0.0,0.0,0.0,597.0,112.0,485.0,46.0,유,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울 서초구 서초대로 1길 34,025953633,025953634,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",20,20.0,2.0,561.0,34.0,미설치,설치,0.0,34.0,,,시 분,1시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|34|(주)클린일렉스|,0.0,34.0,없음
서울특별시,서초구,,방배동,A10027585,방배3차 현대 홈 타운 아파트,아파트,서울특별시 서초구 방배동 2233 방배3차 현대 홈 타운 아파트,6560.0,서울특별시 서초구 방배중앙로21길 55,분양,20040701.0,20160511,3,123.0,123.0,0.0,0,0.0,위탁관리,개별난방,계단식,현대건설(주),현대건설(주),세화종합관리(주),2158155635,위탁관리,1.0,위탁관리,4.0,세화종합관리(주),위탁관리,2.0,,음식물쓰레기종량제,위탁관리,,12,"도포식,분무식",철근콘크리트구조,900,단일계약,위탁선임,P형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,219.0,36.0,,,,,,가능,서울 서초구 방배중앙로21길 55 방배3차 현대홈타운 관리사무소,0234825826,0234825821,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,15.0,2.0,,,미설치,설치,0.0,5.0,,,시 분,24시 분,시 분,,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|5|방배3차현대홈타운|,0.0,5.0,없음
서울특별시,서초구,,방배동,A13783001,방배3차e편한세상,아파트,서울특별시 서초구 방배동 797-30 방배3차e편한세상,6584.0,서울특별시 서초구 동광로 89-5,분양,20060331.0,20090511,5,192.0,192.0,0.0,0,0.0,위탁관리,개별난방,계단식,대림산업(주),주)비젼베이스,우리관리(주),1148123107,위탁관리,6.0,위탁관리,7.0,(주)홈스웰,위탁관리,5.0,(주)블루써브,음식물쓰레기종량제,위탁관리,(주)블루써브,12,"도포식,분무식",철근콘크리트구조,1950,종합계약,상주선임,R형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,626.0,114.0,무,정문,유,여,,가능,서울 서초구 동광로 89-5,025990293,025990295,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간",15,15.0,2.0,545.0,21.0,미설치,설치,0.0,38.0,,입주민전용,시 분,0시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한국전력공사|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|11|클린일렉스|",0.0,13.0,있음
서울특별시,서초구,,방배동,A10024171,방배그랑자이아파트,아파트,서울특별시 서초구 방배동 1028-1 방배그랑자이아파트,6703.0,서울특별시 서초구 방배로 21,혼합,20210723.0,20210901,8,758.0,725.0,33.0,33,0.0,위탁관리,지역난방,계단식,GS건설주식회사,GS건설주식회사,(주)케이비아주,2098134445,위탁관리,9.0,위탁관리,7.0,(주)에스원,위탁관리,9.0,,거점장비수거방식,위탁관리,,4,"분무식,독이식",철근콘크리트구조,5500,종합계약,상주선임,GR형,부스타방식,위탁관리,30.0,0.0,0.0,0.0,0.0,0.0,1514.0,0.0,1514.0,437.0,유,정문,유,여,,가능,서울시 서초구 방배로 21,0269561662,0269561663,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",20,20.0,5.0,1278.0,52.0,미설치,설치,0.0,98.0,,,시 분,,시 분,,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|30|sk|,◆2◆|지하|스탠드형충전기|AC3상 7핀|완속|7|코스텔|,◆3◆|지하|스탠드형충전기|DC차데모 10핀|급속|1|코스텔|,◆4◆|지하|스탠드형충전기|AC단상 5핀|완속|60|LGU+|",0.0,98.0,없음
서울특별시,서초구,,방배동,A13706303,방배대우효령,아파트,서울특별시 서초구 방배동 1038 방배대우효령,6696.0,서울특별시 서초구 효령로 84,분양,19921125.0,20090511,6,364.0,364.0,0.0,0,0.0,위탁관리,개별난방,계단식,대우종합건설,대우건설,(주)한빛관리,2128138660,위탁관리,4.0,위탁관리,6.0,한국보안컨설팅(주),위탁관리,3.0,위더스앤,음식물쓰레기종량제,위탁관리,성우서비스,6,"분무식,독이식",철근콘크리트구조,950,단일계약,위탁선임,P형,부스타방식,위탁관리,15.0,0.0,0.0,0.0,0.0,0.0,280.0,155.0,125.0,32.0,무,정문,무,,,가능,서울서초구 효령로 84,025251280,025873940,"관리사무소, 노인정, 어린이놀이터",13,13.0,0.0,436.0,6.0,설치,미설치,6.0,0.0,외부인허용,,24시 0분,,24시 0분,,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|한화솔루션|,6.0,0.0,없음
서울특별시,서초구,,방배동,A10021884,방배동부센트레빌아파트,아파트,서울특별시 서초구 방배동 3275- 방배동부센트레빌아파트,,,분양,20041112.0,20241101,3,122.0,122.0,0.0,0,0.0,위탁관리,,계단식,동부건설(주),-,서림주택관리(주),1088138338,위탁관리,3.0,위탁관리,,국보종합관리,위탁관리,2.0,탄천산업,음식물쓰레기종량제,위탁관리,국보종합관리,,-,철골철근콘크리트구조,882,단일계약,위탁선임,R형,부스타방식,위탁관리,3.0,0.0,0.0,0.0,0.0,0.0,268.0,56.0,212.0,36.0,무,정문,유,여,,가능,서울 서초구 방배로 278,025919748,025919749,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",22,,2.0,251.0,14.0,미설치,설치,0.0,5.0,,입주민전용,,0시 0분,,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한전|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|나이스차저|",0.0,5.0,없음
